    support confidence     lift leverage   jaccard
358   0.155          1 4.166667 0.117800 0.6458333
359   0.065          1 4.000000 0.048750 0.2600000
360   0.065          1 4.081633 0.049075 0.2653061
361   0.065          1 4.166667 0.049400 0.2708333
362   0.090          1 4.081633 0.067950 0.3673469
363   0.090          1 4.081633 0.067950 0.3673469
364   0.090          1 4.166667 0.068400 0.3750000
365   0.065          1 4.000000 0.048750 0.2600000
366   0.065          1 4.081633 0.049075 0.2653061
367   0.065          1 4.166667 0.049400 0.2708333
368   0.100          1 4.000000 0.075000 0.4000000
369   0.100          1 4.081633 0.075500 0.4081633
370   0.100          1 4.081633 0.075500 0.4081633
371   0.065          1 4.000000 0.048750 0.2600000
372   0.065          1 4.000000 0.048750 0.2600000
373   0.065          1 4.166667 0.049400 0.2708333
374   0.090          1 4.000000 0.067500 0.3600000
375   0.090          1 4.081633 0.067950 0.3673469
376   0.090          1 4.166667 0.068400 0.3750000
377   0.110          1 4.000000 0.082500 0.4400000
378   0.110          1 4.166667 0.083600 0.4583333
379   0.090          1 4.000000 0.067500 0.3600000
380   0.090          1 4.081633 0.067950 0.3673469
381   0.090          1 4.166667 0.068400 0.3750000
382   0.050          1 2.000000 0.025000 0.1000000
383   0.050          1 4.000000 0.037500 0.2000000
384   0.050          1 4.081633 0.037750 0.2040816
385   0.130          1 4.000000 0.097500 0.5200000
386   0.130          1 4.081633 0.098150 0.5306122
387   0.065          1 4.000000 0.048750 0.2600000
388   0.065          1 4.081633 0.049075 0.2653061
389   0.065          1 4.166667 0.049400 0.2708333
390   0.065          1 4.081633 0.049075 0.2653061
391   0.065          1 4.081633 0.049075 0.2653061
392   0.065          1 4.000000 0.048750 0.2600000
393   0.065          1 4.081633 0.049075 0.2653061
394   0.065          1 4.166667 0.049400 0.2708333
395   0.075          1 4.000000 0.056250 0.3000000
396   0.075          1 4.081633 0.056625 0.3061224
397   0.075          1 4.081633 0.056625 0.3061224
398   0.065          1 4.000000 0.048750 0.2600000
399   0.065          1 4.000000 0.048750 0.2600000
400   0.065          1 4.166667 0.049400 0.2708333
401   0.065          1 4.000000 0.048750 0.2600000
402   0.065          1 4.081633 0.049075 0.2653061
403   0.095          1 4.000000 0.071250 0.3800000
404   0.095          1 4.081633 0.071725 0.3877551
405   0.065          1 4.000000 0.048750 0.2600000
406   0.065          1 4.081633 0.049075 0.2653061
407   0.055          1 2.000000 0.027500 0.1100000
